company,label,n,min_tapeyear,max_tapeyear,words
REIMER,,1,2006,2006,1
REINERTSEN,,1,2004,2004,1
REINHALL,,1,1995,1995,1
REINHARDT,,1,2008,2008,1
REINHART,,1,2003,2003,1
REINICKE,,1,2014,2014,1
REISIGL,,1,1997,1997,1
"REITES-FERNANDEZ,INC",,1,2000,2000,1
REJMAN,,1,1991,1991,1
RENAUD,,1,2004,2004,1
RENNIE,,1,1993,1993,1
RENO,,1,2021,2021,1
RENOIR,,1,2005,2005,1
RENTIE,,1,2004,2004,1
RENTMEESTER,,1,2015,2015,1
REO,,1,2014,2014,1
RESNIK,,1,1994,1994,1
RESTAGNO,,1,1997,1997,1
RESTELLINI,,1,2099,2099,1
RETTIG,,1,1995,1995,1
REUME,,1,1989,1989,1
REVER,,1,2008,2008,1
REXRODE,,1,2003,2003,1
REY,,1,1992,1992,1
REYNOLDS-ROSS,,1,1988,1988,1
REZNICKI,,1,2006,2006,1
RHODE,,1,1989,1989,1
RIBBLETT,,1,1997,1997,1
RIBITZKY,,1,2001,2001,1
RICCHIO,,1,2013,2013,1
RICCO,,1,2005,2005,1
RICHARD,,1,1989,1989,1
RICHLIN,,1,2006,2006,1
RICHMAN,,1,2012,2012,1
"RICKER,IAN",,1,1988,1988,1
RICKERBY,,1,1998,1998,1
RICKMAN,,1,2006,2006,1
RIDENHOUR,,1,2020,2020,1
RIEDEL,,1,2007,2007,1
RIEKE,,1,2007,2007,1
RIESETT,,1,2014,2014,1
RIGONI,,1,1998,1998,1
RIHA,,1,2009,2009,1
RIISE,,1,2008,2008,1
RINGROSE,,1,2002,2002,1
RIPIL,,1,2016,2016,1
RIPPIE,,1,1992,1992,1
RIPPLE,,1,1994,1994,1
RIPPS,,1,1999,1999,1
RISSE,,1,2009,2009,1
RISTUCCIA,,1,2008,2008,1
RITCHHART,,1,1994,1994,1
RIVERA-MALDONADO,,1,2000,2000,1
RIVKIN,,1,2005,2005,1
ROACH,,1,2018,2018,1
"ROBERTS,D",,1,1989,1989,1
ROBERTSON,,1,2016,2016,1
ROBI,,1,2014,2014,1
ROBITAILLE,,1,2017,2017,1
ROBLES-APONTE,,1,2007,2007,1
ROBLES-DE-ROMERO,,1,2007,2007,1
ROCHELL,,1,2003,2003,1
RODDIE,,1,2001,2001,1
RODRIGUEZ-GONZALEZ,,1,2006,2006,1
ROEDESCH,,1,1991,1991,1
ROESSLER,,1,2016,2016,1
ROGINSKI,,1,1997,1997,1
ROJO,,1,2015,2015,1
ROLEY,,1,1992,1992,1
ROLLING,,1,1999,1999,1
ROLON,,1,1998,1998,1
ROLSETH,,1,1990,1990,1
ROMARY,,1,1997,1997,1
ROMEO,,1,1993,1993,1
ROMERO,,1,2009,2009,1
ROMMEL,,1,2005,2005,1
RONK,,1,2099,2099,1
ROOD-MATZA,,1,2018,2018,1
ROOS,,1,2011,2011,1
ROQUE-RODRIGUEZ,,1,2003,2003,1
ROSA,,1,2002,2002,1
ROSADO,,1,2018,2018,1
ROSARIO,,1,2010,2010,1
ROSCISZEWSKI,,1,1992,1992,1
ROSENBLUM,,1,1998,1998,1
ROSENFELT,,1,2012,2012,1
ROSENSTOCK,,1,2018,2018,1
ROSLUND,,1,2002,2002,1
ROSTARCHUK,,1,2002,2002,1
ROSVOLD,,1,2008,2008,1
ROTELLA,,1,1999,1999,1
ROTER,,1,1989,1989,1
ROTHS,,1,2005,2005,1
ROUCH,,1,2015,2015,1
ROULE,,1,2012,2012,1
ROULO,,1,1988,1988,1
ROUMAIN,,1,2004,2004,1
ROUSE,,1,2007,2007,1
ROUSSEL,,1,2020,2020,1
ROUTT,,1,2013,2013,1
ROVARINO,,1,2018,2018,1
ROVENS,,1,2008,2008,1
ROWEN,,1,1989,1989,1
ROWLANDS,,1,2002,2002,1
ROWRAY,,1,2004,2004,1
ROYCE,,1,2014,2014,1
ROZENBLAT,,1,2003,2003,1
RUBENZER,,1,2011,2011,1
RUBIK,,1,1997,1997,1
RUBINSTEIN,,1,2099,2099,1
RUBIO,,1,2015,2015,1
RUBLE,,1,1989,1989,1
RUDNICKI,,1,2011,2011,1
RUNDQUIST,,1,2013,2013,1
RUNYON,,1,2009,2009,1
RUPE,,1,2012,2012,1
RUSHING,,1,2008,2008,1
RUSTIN,,1,2000,2000,1
RUTENBERG,,1,1988,1988,1
RUTH,,1,1988,1988,1
RUTLEDGE,,1,2008,2008,1
RYANE,,1,2002,2002,1
RYHANYCH,,1,2010,2010,1
RYSER,,1,2019,2019,1
SAADI,,1,2007,2007,1
SABERHAGEN,,1,1999,1999,1
SABET,,1,2007,2007,1
SABO,,1,1999,1999,1
SACHA,,1,2008,2008,1
SACHS,,1,2010,2010,1
SADEK,,1,2001,2001,1
SADOSKI,,1,2020,2020,1
SAENZ,,1,2008,2008,1
SAFINIA,,1,2019,2019,1
SAGAL,,1,2003,2003,1
SAGE,,1,1996,1996,1
SAGEB,,1,1995,1995,1
SAGOUSPE,,1,1999,1999,1
SAINT,,1,2019,2019,1
SAINT-ADENIRAN,,1,2016,2016,1
SAKELLARDIES,,1,2019,2019,1
SAKELLARIDES,,1,2020,2020,1
SAKKIS,,1,2008,2008,1
SAKRISON,,1,2006,2006,1
SALA-PEREZ,,1,2007,2007,1
SALAT,,1,2003,2003,1
SALAVERRY,,1,2002,2002,1
SALAZAR,,1,2016,2016,1
SALINAS,,1,2021,2021,1
SALINGER,,1,1988,1988,1
SALUSTRO,,1,2005,2005,1
SALVATO,,1,2018,2018,1
SAMONA,,1,2011,2011,1
SAMPLE,,1,2000,2000,1
SAMS,,1,1988,1988,1
SAMUDIO,,1,1999,1999,1
SAMUELSON,,1,1998,1998,1
SANABRIA,,1,2017,2017,1
SAND,,1,2011,2011,1
SANDELL,,1,2004,2004,1
SANFORD,,1,2006,2006,1
SANGER,,1,2014,2014,1
SANGUILLEN,,1,2004,2004,1
SANKO,,1,2001,2001,1
SANN,,1,2000,2000,1
SANSIVERO,,1,2017,2017,1
SANSON,,1,1992,1992,1
SANTA,,1,2015,2015,1
SANTAELLA,,1,2021,2021,1
SANTELLI,,1,2003,2003,1
SANTILLI,,1,2002,2002,1
SANTORELLI,,1,2017,2017,1
SANY,,1,2008,2008,1
SAPA,,1,2016,2016,1
SAPON,,1,2002,2002,1
SARI,,1,2015,2015,1
SARKAR,,1,2006,2006,1
SARPA,,1,1993,1993,1
SARTOR,,1,2007,2007,1
SARVIS,,1,2015,2015,1
SARYTCHEV,,1,2014,2014,1
SASHIN,,1,2010,2010,1
SASSONE,,1,2017,2017,1
SATER,,1,2005,2005,1
SATRIANI,,1,2009,2009,1
SAUCEDA,,1,2003,2003,1
SAUNDERS,,1,1990,1990,1
SAURENMAN,,1,2005,2005,1
SAUVEUR,,1,2019,2019,1
SAVAS,,1,2012,2012,1
SAVIO,,1,1999,1999,1
SAVITCH,,1,1990,1990,1
SAWICKY,,1,2018,2018,1
SAWYER,,1,2014,2014,1
SAYEG,,1,2017,2017,1
SAYERS,,1,1988,1988,1
SAYOGA,,1,2020,2020,1
SAYRE,,1,1995,1995,1
SCARSELLATO,,1,2001,2001,1
SCHACHNER,,1,1992,1992,1
SCHAEFER,,1,1994,1994,1
SCHARF,,1,2002,2002,1
SCHARTZ-LIEBMAN,,1,1990,1990,1
SCHECTER,,1,2004,2004,1
SCHEIN,,1,1997,1997,1
SCHEMANSKI,,1,2001,2001,1
SCHERER,,1,2019,2019,1
SCHERFF,,1,2005,2005,1
SCHERGER,,1,2005,2005,1
SCHERING-PLOUGH,,1,1990,1990,1
SCHIFF,,1,2002,2002,1
SCHIMMEL,,1,1995,1995,1
SCHIRDEWAHN,,1,2016,2016,1
SCHKEIBAN,,1,2013,2013,1
SCHLEIFER,,1,2017,2017,1
SCHLOSSBERG,,1,2019,2019,1
SCHLUETER,,1,2019,2019,1
SCHMALZ,,1,2017,2017,1
SCHMEHL,,1,1999,1999,1
SCHMITT,,1,2010,2010,1
SCHNABEL,,1,2004,2004,1
SCHNEBELT,,1,2099,2099,1
SCHOCKNER,,1,2012,2012,1
SCHOEFIELD,,1,2017,2017,1
SCHOENBERG,,1,1996,1996,1
SCHORR,,1,2021,2021,1
SCHRADER,,1,2011,2011,1
SCHRAMM-PATE,,1,2005,2005,1
SCHREINER,,1,1988,1988,1
SCHRIEBER,,1,1989,1989,1
SCHROEDER,,1,1993,1993,1
SCHULKE,,1,1992,1992,1
SCHULZE,,1,2010,2010,1
SCHUMACHER,,1,1990,1990,1
SCHURR,,1,1996,1996,1
SCHUSTER,,1,2001,2001,1
SCHWAM,,1,2010,2010,1
SCHWARTZ-LIEBMAN...,,1,1992,1992,1
SCHWARZ,,1,2020,2020,1
SCHWARZT,,1,1988,1988,1
SCHWENK,,1,2003,2003,1
SCHWINDT,,1,2019,2019,1
SCLIMENTI,,1,2012,2012,1
SCOGNA,,1,2005,2005,1
SCORZA,,1,2010,2010,1
"SCOTT,T",,1,1989,1989,1
SCOTT-BLANTON,,1,2008,2008,1
SCRANTOM,,1,2008,2008,1
SCREEN,,1,1998,1998,1
SCREENLIFE,,1,1994,1994,1
SCULLY,,1,2099,2099,1
SEALS,,1,2004,2004,1
SEASTRUNK,,1,2008,2008,1
SEBASTIAN-BONETA,,1,2007,2007,1
SEBRING,,1,2003,2003,1
SECKER,,1,2020,2020,1
SECUNDA,,1,1996,1996,1
SECURITIES,,1,1988,1988,1
SEDLIK,,1,2099,2099,1
SEELEY,,1,1989,1989,1
SEELIE,,1,2020,2020,1
SEEMAN,,1,2005,2005,1
SEGELBAUM,,1,2007,2007,1
SEIBOLD,,1,2012,2012,1
SEIFE,,1,2017,2017,1
SEIFER,,1,1992,1992,1
SEIJEN,,1,2014,2014,1
SELLECK,,1,1994,1994,1
SELLEK,,1,2003,2003,1
SELLERS,,1,2000,2000,1
SELLORS,,1,2005,2005,1
SELMON,,1,1988,1988,1
SELTZER,,1,2011,2011,1
SEMINARA,,1,2011,2011,1
SENDAK,,1,2001,2001,1
SENISI,,1,2015,2015,1
SENSH,,1,1989,1989,1
SENSONICS,,1,1997,1997,1
SEPARZADEH,,1,2017,2017,1
SERAPHIM,,1,2017,2017,1
SEWELL,,1,2016,2016,1
SEYMOUR,,1,1997,1997,1
SFLT,,1,1992,1992,1
"SGT.LEISURE,INC",,1,1992,1992,1
SHABAZZ,,1,2003,2003,1
SHADE,,1,2009,2009,1
SHAEFFER,,1,2002,2002,1
SHAFFER,,1,1991,1991,1
SHAHANI,,1,2017,2017,1
SHAKIR,,1,2004,2004,1
SHAKUR,,1,2009,2009,1
SHAMBROOM,,1,2021,2021,1
SHAMIR,,1,2013,2013,1
SHAMSEDIN,,1,1989,1989,1
SHANGOLD,,1,2006,2006,1
SHAPKIN/CROSSROADS,,1,1996,1996,1
SHARMA,,1,1998,1998,1
SHARON,,1,1988,1988,1
SHARRIFF,,1,2000,2000,1
SHASH,,1,2008,2008,1
SHAUB,,1,2012,2012,1
SHAWE,,1,2018,2018,1
SHAY,,1,1997,1997,1
SHEA,,1,2003,2003,1
SHEAR,,1,1998,1998,1
SHEELEY,,1,2006,2006,1
SHEETS,,1,2018,2018,1
SHEFFIELD,,1,2008,2008,1
SHELLEY,,1,1995,1995,1
SHELTON,,1,1999,1999,1
SHELTON-ROBERTS,,1,2004,2004,1
SHEN,,1,2020,2020,1
SHENDAJ,,1,2002,2002,1
SHEPARD'S/MCGRAW-HIL,,1,1992,1992,1
SHEPPARD,,1,2010,2010,1
SHEPSTON,,1,2003,2003,1
SHERROUSE,,1,2011,2011,1
SHIPSTAD,,1,2017,2017,1
SHIRMAN,,1,2020,2020,1
SHIROKOV,,1,2014,2014,1
SHIVE,,1,2018,2018,1
SHLIEN,,1,1998,1998,1
SHOENFELT,,1,2014,2014,1
SHOOK,,1,2020,2020,1
SHORE,,1,1993,1993,1
SHOREY,,1,2000,2000,1
SHORT,,1,1994,1994,1
SHOUL,,1,1991,1991,1
SHOWN,,1,1991,1991,1
SHPISMAN,,1,2011,2011,1
SHREVE,,1,2006,2006,1
SHROATS,,1,2011,2011,1
SHUGAR,,1,2003,2003,1
SHULICK,,1,1997,1997,1
SHULKIN,,1,1992,1992,1
SHULL,,1,2012,2012,1
SHULMAN,,1,2005,2005,1
SHUMAN,,1,2014,2014,1
SHUPERT,,1,2011,2011,1
SHUPTRINE,,1,2008,2008,1
SHURTLEFF,,1,2013,2013,1
SHY,,1,2004,2004,1
SHYMATTA,,1,2010,2010,1
SIBANDA,,1,2016,2016,1
SICKLER,,1,1998,1998,1
SIEBOLD,,1,2020,2020,1
SIEMS,,1,2006,2006,1
SIERADSKI,,1,2010,2010,1
SIERRA-PASCUAL,,1,2010,2010,1
SIGLER,,1,1989,1989,1
SIGNTRONIX,,1,2002,2002,1
SILL,,1,2015,2015,1
SILLINS,,1,1996,1996,1
SILLS,,1,1996,1996,1
SILVERIA,,1,2011,2011,1
SILVERSTEIN,,1,2008,2008,1
SILVERTSON,,1,1995,1995,1
SIMEONOVA,,1,2000,2000,1
SIMHAQ,,1,2099,2099,1
SIMMONDS,,1,2019,2019,1
SIMONE,,1,1991,1991,1
SIMONES,,1,2010,2010,1
SIMONS,,1,1997,1997,1
SIMONTON,,1,2005,2005,1
SINDHI,,1,2017,2017,1
SINGLETON,,1,2015,2015,1
SINGMAN,,1,2014,2014,1
SINHA,,1,2018,2018,1
SINIOUGUINE,,1,2012,2012,1
SINISI,,1,2012,2012,1
SIROIS,,1,2005,2005,1
SISE,,1,2019,2019,1
SISK,,1,1993,1993,1
SISSOM,,1,2014,2014,1
SITEMAN,,1,1994,1994,1
SITNEY,,1,2020,2020,1
SITRICK,,1,2003,2003,1
SIVAK,,1,2008,2008,1
SIZEMORE,,1,1990,1990,1
SKAZEL,,1,2019,2019,1
SKLAR,,1,1988,1988,1
SKLAWER,,1,2015,2015,1
SKOGLUND,,1,2007,2007,1
SKOUGARD,,1,2004,2004,1
SKURMAN,,1,1998,1998,1
SLAVIK,,1,2006,2006,1
SLAVIT-GORDON,,1,2014,2014,1
SLEMP,,1,2020,2020,1
SLEP-TONE,,1,2001,2001,1
SLOAN,,1,2019,2019,1
SLOANE,,1,2009,2009,1
SLOGAR,,1,1989,1989,1
SLONE,,1,1994,1994,1
SLOTER,,1,2020,2020,1
SLOWICK,,1,2008,2008,1
SMARAGDAKIS,,1,1996,1996,1
SMILEY,,1,1999,1999,1
SMITHGROUPJJR,,1,2013,2013,1
SMYTHE,,1,1989,1989,1
SNAPPER,,1,2009,2009,1
SNEAD,,1,2000,2000,1
SNIDER,,1,2003,2003,1
SNOW,,1,2002,2002,1
SOBELL,,1,2013,2013,1
SOBOL,,1,2019,2019,1
SODEN,,1,2013,2013,1
SOEHNGE,,1,2004,2004,1
SOHMER,,1,2012,2012,1
SOKOLSKY,,1,2019,2019,1
SOKOV,,1,1994,1994,1
SOLER,,1,2020,2020,1
SOLIMAN,,1,2015,2015,1
SOLIN,,1,2006,2006,1
SOLINGER,,1,1989,1989,1
SOLLINGER,,1,1990,1990,1
SOLTI,,1,2018,2018,1
SOLZBERG,,1,2014,2014,1
SOMERSON,,1,2013,2013,1
SONA,,1,2006,2006,1
SONGMAKER,,1,1993,1993,1
SONNER,,1,1993,1993,1
SOPHOS,,1,1990,1990,1
SORCE,,1,1991,1991,1
SORCHESTER,,1,1988,1988,1
SORINE,,1,2019,2019,1
SOUNDGARDEN,,1,2005,2005,1
SOUTHWORTH,,1,1994,1994,1
SOVOJI,,1,2009,2009,1
SOWANDE,,1,2012,2012,1
SOZA,,1,2016,2016,1
SPACKMAN,,1,2006,2006,1
SPAHR,,1,2020,2020,1
SPANGLER,,1,2099,2099,1
SPANO,,1,2007,2007,1
SPARK,,1,2008,2008,1
SPARTAN-REALTREE,,1,1994,1994,1
SPEACH,,1,1999,1999,1
SPEARS,,1,1994,1994,1
SPECIALE,,1,2013,2013,1
SPECTRAVEST,,1,1990,1990,1
"SPECTRAVEST,INC.",,1,1989,1989,1
SPEER,,1,1997,1997,1
SPEHR,,1,1992,1992,1
SPERLING,,1,2014,2014,1
SPINDLER,,1,1994,1994,1
SPINKER,,1,2008,2008,1
SPISAK,,1,1995,1995,1
SPITZ,,1,1996,1996,1
SPIVAK,,1,1997,1997,1
SPIVEY,,1,2020,2020,1
SPOFFORD,,1,2016,2016,1
SPOHN,,1,2000,2000,1
SPOLAR,,1,2007,2007,1
SPORTELLI,,1,1988,1988,1
SPORTSMEDIA,,1,1994,1994,1
SPORTSMEN,,1,1990,1990,1
SPRECHER,,1,2021,2021,1
SPRINGETT,,1,2021,2021,1
SPRINGSTEEN,,1,1988,1988,1
SPROUL,,1,2004,2004,1
SPRUILL,,1,2009,2009,1
SPURGEON,,1,2008,2008,1
SPURGETIS,,1,1993,1993,1
SQUARE,,1,2002,2002,1
SROCK,,1,2011,2011,1
STABIN,,1,1999,1999,1
STACK,,1,2017,2017,1
STADT,,1,2010,2010,1
STAEBLER,,1,2001,2001,1
STAGGS,,1,2006,2006,1
STAGLIANO,,1,1995,1995,1
STAINBROOK,,1,2007,2007,1
STALEY,,1,2011,2011,1
STALLONE,,1,2021,2021,1
STALVEY,,1,2001,2001,1
STAMAS,,1,1990,1990,1
STAMOULIS,,1,2016,2016,1
STAMPONE,,1,2005,2005,1
STANFORD,,1,2009,2009,1
STANGEL,,1,1997,1997,1
STANGLAND,,1,1999,1999,1
STANISLAWSKI,,1,2009,2009,1
STANLEY,,1,2015,2015,1
STANTON,,1,2000,2000,1
STAPEL,,1,2005,2005,1
STAPLETON,,1,2006,2006,1
STAPP,,1,2007,2007,1
STARKMAN,,1,1991,1991,1
STARLING,,1,2008,2008,1
STAROBIN,,1,2001,2001,1
STARR,,1,2006,2006,1
STATKUN,,1,2014,2014,1
STAUBITSER,,1,2018,2018,1
STAUFFER,,1,2020,2020,1
STAVA,,1,2018,2018,1
STEARNS,,1,2007,2007,1
STECH,,1,1995,1995,1
STEGALL,,1,1995,1995,1
STEHRENBERGER,,1,2005,2005,1
STEINBACH,,1,2015,2015,1
STEINER,,1,2018,2018,1
STEINMAN,,1,1995,1995,1
STELLAS,,1,1993,1993,1
STEMMELIN,,1,2018,2018,1
STEPHENSON,,1,1996,1996,1
STERPETTI,,1,2006,2006,1
STETNER,,1,1988,1988,1
STETSON,,1,2015,2015,1
STEWART-BERGER,,1,1991,1991,1
STICKNEY,,1,1993,1993,1
STIERS,,1,2008,2008,1
STILKEY,,1,2019,2019,1
STINES,,1,2021,2021,1
STINNETT,,1,2011,2011,1
STIPELCOVICH,,1,2001,2001,1
STIRNWEIS,,1,1998,1998,1
STOECKLEIN,,1,2014,2014,1
STOLBACH,,1,2009,2009,1
STOLIAROV,,1,2099,2099,1
STOLT,,1,2019,2019,1
STORA,,1,2017,2017,1
STORM,,1,1988,1988,1
STORTS,,1,1995,1995,1
STOVALL,,1,2007,2007,1
STRAIN,,1,2007,2007,1
STRAITT,,1,2004,2004,1
STRANO,,1,1999,1999,1
STRATSO,,1,2007,2007,1
STRATTON,,1,2011,2011,1
STRAUSS,,1,1989,1989,1
STRAWN,,1,2003,2003,1
STREAT,,1,2010,2010,1
STREDWICK,,1,2013,2013,1
STREETDELIVERY.COM,,1,2003,2003,1
"STREETGARD,INC.",,1,1995,1995,1
STRELECKI,,1,1993,1993,1
STRICKER,,1,2018,2018,1
STRINGFIELD,,1,2011,2011,1
STROGOFF,,1,2003,2003,1
STROMBACK,,1,2003,2003,1
STRONG,,1,2006,2006,1
STRONGWATER,,1,2020,2020,1
STROSTER,,1,1993,1993,1
STROUT,,1,2013,2013,1
STROZEWKSI,,1,2013,2013,1
STRUBBE,,1,2002,2002,1
STRUMOLO,,1,2008,2008,1
STUART,,1,2016,2016,1
STUDER,,1,2011,2011,1
STUKE,,1,2006,2006,1
STUNKARD,,1,1989,1989,1
STURGE,,1,2015,2015,1
STURGIS,,1,2009,2009,1
STURMAN,,1,2006,2006,1
STUTSON,,1,2004,2004,1
STYGIAN,,1,1992,1992,1
SU,,1,2001,2001,1
SUAREZ,,1,2013,2013,1
SUAZO,,1,2016,2016,1
SUBLITEX,,1,1998,1998,1
SUBRAMANIAN,,1,2009,2009,1
SUESS,,1,2005,2005,1
SUGAWARA,,1,2006,2006,1
SUGIYAMA,,1,2020,2020,1
SUITER,,1,1996,1996,1
SUK,,1,2021,2021,1
SULESKI,,1,1996,1996,1
SULIT,,1,2008,2008,1
SULKOWSKI,,1,2008,2008,1
SULLA,,1,1992,1992,1
SUMMERFIELD,,1,1994,1994,1
SUNDUKOV,,1,1995,1995,1
SUNSET,,1,1990,1990,1
SUOZZI,,1,2012,2012,1
SUPINSKI,,1,2006,2006,1
SUPPLE,,1,2001,2001,1
SUPREME,,1,1995,1995,1
SUTHAMCHAI,,1,2012,2012,1
SUTHERLAND,,1,1988,1988,1
SWAIN,,1,1993,1993,1
SWAN,,1,2001,2001,1
SWANK,,1,2014,2014,1
SWANSON,,1,2001,2001,1
"SWEENEY,MARY",,1,1988,1988,1
SWEIGART,,1,2016,2016,1
SWERSEY,,1,1998,1998,1
SWIETLICKI,,1,2002,2002,1
SWINIARSKI,,1,2007,2007,1
SWISE,,1,1988,1988,1
SWOFFORD,,1,2099,2099,1
SYBERG,,1,1997,1997,1
SYBERT,,1,1993,1993,1
SYGALL,,1,2099,2099,1
SYLVERS,,1,2012,2012,1
SYLVESTER,,1,2018,2018,1
SYNERGISTICS,,1,1988,1988,1
SYNK,,1,2005,2005,1
SYRRAKOS,,1,2015,2015,1
SYRUS,,1,2011,2011,1
SZAFARCZYK,,1,2003,2003,1
SZATKOWSKI,,1,1998,1998,1
T,,1,1994,1994,1
T.R.-T.I.P.S.,,1,2003,2003,1
TABOR,,1,1999,1999,1
TACCINO,,1,2020,2020,1
TACON,,1,2021,2021,1
TADDER,,1,2020,2020,1
TAFOYA,,1,2006,2006,1
TAIEB,,1,2019,2019,1
TAINTOR,,1,2004,2004,1
TAIT,,1,1992,1992,1
TAKALA,,1,1996,1996,1
TAKEALL,,1,1993,1993,1
TAKITA,,1,1997,1997,1
TALAVERA,,1,2004,2004,1
TALBOT,,1,1996,1996,1
TALEIGH,,1,1994,1994,1
TALKINGTON,,1,1994,1994,1
TAMBURO,,1,1995,1995,1
TANGORRE,,1,2002,2002,1
TANIKUMI,,1,2015,2015,1
TANKSLEY,,1,2017,2017,1
TANNEN,,1,2018,2018,1
TAPIA,,1,2017,2017,1
TARANTINO,,1,2014,2014,1
TARANTOLA,,1,2006,2006,1
TARDUCCI,,1,2020,2020,1
TARNTINO,,1,2002,2002,1
TASINI,,1,2002,2002,1
TATARA,,1,2005,2005,1
TAWCO,,1,1990,1990,1
TAXIER,,1,1989,1989,1
TAYAMA,,1,2012,2012,1
TAYI,,1,2008,2008,1
TAZELAAR,,1,1994,1994,1
TCHEREVKOFF,,1,1991,1991,1
TEAGARDEN,,1,2004,2004,1
TEASLEY,,1,2017,2017,1
TECHLAND,,1,2008,2008,1
TECHNI-SOFT,,1,2000,2000,1
TEESPRING,,1,2015,2015,1
TELLER,,1,2014,2014,1
TENNENT,,1,1998,1998,1
TENNYSON,,1,2010,2010,1
TERRELL,,1,2021,2021,1
TESSAGLIA,,1,1989,1989,1
TESSLER,,1,2009,2009,1
TETER,,1,2011,2011,1
TETTONI,,1,2005,2005,1
TEVEN,,1,2017,2017,1
TEXTILES,,1,2007,2007,1
TEXUNION,,1,1996,1996,1
THACKER,,1,2012,2012,1
THAI,,1,2021,2021,1
THALE,,1,2014,2014,1
THAYIL,,1,2012,2012,1
THEE,,1,2003,2003,1
THENEY,,1,2017,2017,1
THEO,,1,1991,1991,1
THEOTOKATOS,,1,1997,1997,1
THIERJUNG,,1,2020,2020,1
THINKWORKS,,1,1999,1999,1
THIRING,,1,2008,2008,1
THOIP,,1,2008,2008,1
THOMA,,1,2005,2005,1
THOMSEN,,1,2009,2009,1
THON,,1,1997,1997,1
THORENSON,,1,1990,1990,1
THORMANN,,1,2006,2006,1
THORNE,,1,2005,2005,1
THORPE,,1,2007,2007,1
THRASHER,,1,2019,2019,1
THRIFT,,1,1993,1993,1
THRON,,1,2002,2002,1
THROWER,,1,2001,2001,1
THURMAN,,1,2015,2015,1
THURSTON,,1,1991,1991,1
THYME,,1,2017,2017,1
TIBBENS,,1,2018,2018,1
TIERNEY,,1,2016,2016,1
TILFORD,,1,2007,2007,1
TILLINGHAST,,1,2006,2006,1
TILLMAN,,1,2008,2008,1
TILMON-JONES,,1,2007,2007,1
TILTON,,1,2006,2006,1
TIMMERMAN,,1,2000,2000,1
TIMMS,,1,2007,2007,1
TIMOTHY,,1,1989,1989,1
TISCOR,,1,1999,1999,1
TISI-KRAMER,,1,2012,2012,1
TOBIN,,1,1997,1997,1
TOFIAS,,1,1995,1995,1
TOKAR,,1,2012,2012,1
TOLSON,,1,2019,2019,1
TOMAS,,1,2005,2005,1
TOMASINI,,1,2000,2000,1
TOMEO,,1,1999,1999,1
TOMKO,,1,2010,2010,1
TOMPKINS,,1,2000,2000,1
TOPNEST,,1,2014,2014,1
TORANO,,1,2014,2014,1
TORDJMANN,,1,2005,2005,1
TOTTEY,,1,1990,1990,1
TOTTI,,1,1995,1995,1
TOUPS,,1,2014,2014,1
TOUSSAINT,,1,2006,2006,1
TOWERS,,1,1988,1988,1
TOWLER,,1,1994,1994,1
TOYS,,1,1990,1990,1
TRAGER,,1,1997,1997,1
TRAHAN,,1,1991,1991,1
TRANG,,1,2017,2017,1
TRANSCOMMUNICATIONS,,1,1997,1997,1
TRASCHEL,,1,2020,2020,1
TRAYLOR,,1,2011,2011,1
TREADWAY,,1,2006,2006,1
TREBOUX,,1,2019,2019,1
TREFRY,,1,1994,1994,1
TREIBER,,1,2005,2005,1
TREJO-BEVERLY,,1,2020,2020,1
TREMAN,,1,2001,2001,1
TRENNE,,1,2003,2003,1
TRENTADUE,,1,2019,2019,1
TRESSLER,,1,2002,2002,1
TRI-ENERGY,,1,1994,1994,1
TRICKEY,,1,2019,2019,1
TROBE,,1,1995,1995,1
TROMBETTA,,1,2099,2099,1
TROPF,,1,2004,2004,1
TROTTER,,1,2002,2002,1
TRUBE,,1,1993,1993,1
TRUEMPER,,1,2005,2005,1
TRUTHFINDER,,1,2019,2019,1
TSAI,,1,2005,2005,1
TSERETELI,,1,2000,2000,1
TSIKLAURI,,1,2012,2012,1
TSIMANGAS,,1,2017,2017,1
TSUKERMAN,,1,1996,1996,1
TU,,1,2007,2007,1
TUCCI,,1,2005,2005,1
TUDOR,,1,2019,2019,1
TUFF-N-RUMBLE,,1,2002,2002,1
TUMBARELLO,,1,2007,2007,1
TUNESETAL,,1,1993,1993,1
TUNICK,,1,1994,1994,1
TUPPER,,1,2006,2006,1
TUR,,1,2008,2008,1
TURBINTON,,1,1993,1993,1
TURETSKY,,1,2006,2006,1
TURIAK,,1,2004,2004,1
TURINA,,1,2012,2012,1
TURINO,,1,2006,2006,1
TURK,,1,2015,2015,1
TURNPIKE,,1,1988,1988,1
TURTLE,,1,2006,2006,1
TUTALA,,1,2021,2021,1
TUTTLE,,1,2009,2009,1
TWEDE,,1,1991,1991,1
TWETEN,,1,2005,2005,1
TWITCHELL,,1,2008,2008,1
TY,,1,1999,1999,1
TYREL,,1,1993,1993,1
TZALKA,,1,2020,2020,1
U.S.A.,,1,1993,1993,1
UCHILL,,1,1998,1998,1
ULLOA,,1,2004,2004,1
UNKNOWN,,1,2019,2019,1
UNRAU,,1,2017,2017,1
UNSOY,,1,2002,2002,1
UPCHURCH,,1,1995,1995,1
UPJOHN,,1,1992,1992,1
UPSHUR,,1,2001,2001,1
URSITTI,,1,2006,2006,1
USHER,,1,1991,1991,1
USHERTON,,1,2004,2004,1
USREY,,1,2012,2012,1
VACCARO,,1,2003,2003,1
